Id,SalePrice
1994,246700.0
1995,195973.2
1996,270973.0
1997,315878.1
1998,356056.3
1999,299318.0
2000,309407.5
2001,201115.0
2002,305190.3
2003,251089.6
2004,302975.0
2005,186690.3
2006,225248.0
2007,261461.8
2008,190745.6
2009,163140.0
2010,184633.2
2011,103250.0
2012,182165.8
2013,184003.2
2014,170750.0
2015,173480.0
2016,215499.3
2017,173650.0
2018,131600.0
2019,127405.0
2020,127490.0
2021,116040.0
2022,196240.0
2023,154255.0
2024,267534.7
2025,376564.3
2026,184190.0
2027,157268.5
2028,148665.2
2029,162946.5
2030,273590.0
2031,175360.0
2032,215030.0
2033,231090.0
2034,159946.5
2035,236840.0
2036,164470.0
2037,173220.0
2038,197225.0
2039,162200.0
2040,344660.3
2041,226700.0
2042,200240.0
2043,202500.0
2044,215991.1
2045,171870.0
2046,133300.5
2047,170020.0
2048,138595.0
2049,132250.5
2050,210034.0
2051,114797.5
2052,142590.0
2053,128590.0
2054,70955.0
2055,167893.2
2056,126575.0
2057,118050.0
2058,258350.0
2059,160030.0
2060,172877.2
2061,231200.0
2062,126915.0
2063,107940.0
2064,157104.9
2065,117815.0
2066,193780.8
2067,132373.2
2068,134000.5
2069,79000.0
2070,95700.0
2071,95730.0
2072,191792.8
2073,154000.0
2074,163980.0
2075,134265.0
2076,115305.0
2077,150280.0
2078,128670.0
2079,152790.0
2080,108940.0
2081,129990.0
2082,133500.5
2083,174360.0
2084,136535.0
2085,111615.0
2086,104620.0
2087,132450.0
2088,117790.0
2089,95180.0
2090,133740.0
2091,116115.0
2092,175026.4
2093,124060.0
2094,135235.0
2095,128980.0
2096,88950.0
2097,81830.4
2098,194819.9
2099,71911.1
2100,108670.0
2101,132825.3
2102,116645.4
2103,96430.0
2104,134070.0
2105,92130.0
2106,97580.0
2107,265997.7
2108,119400.0
2109,109565.0
2110,117225.0
2111,146105.0
2112,154699.9
2113,116535.0
2114,116695.4
2115,139225.0
2116,100320.0
2117,147790.0
2118,95610.0
2119,95950.0
2120,104260.0
2121,86960.0
2122,127755.0
2123,74420.0
2124,164150.0
2125,190906.0
2126,208988.0
2127,148850.0
2128,119645.4
2129,90230.0
2130,156875.4
2131,133400.0
2132,140501.9
2133,135840.0
2134,140750.0
2135,88249.3
2136,119815.0
2137,105150.0
2138,150890.0
2139,141060.0
2140,128215.0
2141,155150.0
2142,129760.0
2143,156337.5
2144,142178.3
2145,123665.8
2146,155860.0
2147,225557.7
2148,169059.9
2149,142904.9
2150,209580.0
2151,84765.0
2152,123450.0
2153,184247.5
2154,96960.0
2155,144108.7
2156,212417.0
2157,266150.0
2158,232341.0
2159,208880.0
2160,178436.2
2161,250316.8
2162,416942.1
2163,348866.1
2164,297657.7
2165,170587.5
2166,134880.0
2167,227873.3
2168,216052.8
2169,194620.0
2170,160430.0
2171,135338.3
2172,145200.0
2173,160000.0
2174,266661.3
2175,310350.1
2176,325180.3
2177,233651.0
2178,220890.0
2179,144320.0
2180,229867.7
2181,223252.7
2182,243034.6
2183,212562.2
2184,140950.0
2185,145250.0
2186,156150.0
2187,138170.0
2188,183463.2
2189,293107.7
2190,95820.0
2191,95820.0
2192,94210.0
2193,80750.0
2194,86280.0
2195,154570.0
2196,95090.0
2197,121400.0
2198,212529.5
2199,157253.7
2200,146597.5
2201,150750.0
2202,144927.5
2203,204438.0
2204,150580.0
2205,122550.0
2206,161935.0
2207,175630.0
2208,234590.0
2209,234890.0
2210,98945.0
2211,87800.0
2212,103300.0
2213,96340.0
2214,128995.4
2215,97050.0
2216,140780.0
2217,94450.0
2218,85720.0
2219,76520.0
2220,101040.0
2221,215240.0
2222,208540.0
2223,284380.0
2224,238130.9
2225,117847.5
2226,230350.0
2227,230725.0
2228,301147.7
2229,228092.5
2230,176983.2
2231,231113.1
2232,204507.7
2233,207900.0
2234,247690.0
2235,252182.6
2236,263160.0
2237,370312.7
2238,237127.9
2239,90260.0
2240,197985.0
2241,243027.2
2242,125750.0
2243,128830.0
2244,94075.0
2245,113335.0
2246,123225.0
2247,98435.0
2248,144335.0
2249,119850.0
2250,124375.0
2251,159344.0
2252,228250.0
2253,173053.2
2254,173533.2
2255,220764.3
2256,188213.2
2257,237040.0
2258,175973.5
2259,185783.2
2260,182000.0
2261,184625.0
2262,164480.0
2263,334313.1
2264,389546.4
2265,206972.5
2266,270840.0
2267,386199.4
2268,322435.9
2269,162250.0
2270,174350.0
2271,276990.3
2272,265400.0
2273,166170.6
2274,239345.6
2275,162840.0
2276,151570.0
2277,242657.8
2278,155565.0
2279,132875.0
2280,108565.0
2281,183900.0
2282,231497.8
2283,102190.0
2284,104540.0
2285,110065.0
2286,125875.0
2287,335922.8
2288,262121.8
2289,368016.1
2290,372076.1
2291,306907.5
2292,378669.0
2293,413515.5
2294,358494.3
2295,407450.9
2296,269037.7
2297,297075.0
2298,274020.0
2299,384337.6
2300,333082.0
2301,298875.0
2302,301147.7
2303,244069.6
2304,248495.6
2305,174030.0
2306,170930.0
2307,234475.0
2308,211541.0
2309,283280.0
2310,202686.1
2311,239947.8
2312,166846.0
2313,178436.2
2314,166793.2
2315,178436.2
2316,211203.2
2317,183090.0
2318,178073.2
2319,178436.2
2320,177771.5
2321,293521.6
2322,189607.9
2323,212292.8
2324,183337.5
2325,216443.7
2326,175383.2
2327,226641.0
2328,227490.0
2329,209584.3
2330,181400.0
2331,371941.5
2332,319751.3
2333,304154.1
2334,303243.2
2335,292368.3
2336,336813.1
2337,242098.0
2338,298207.7
2339,241634.9
2340,375510.0
2341,242520.0
2342,225890.0
2343,256600.0
2344,238101.0
2345,247167.8
2346,222613.0
2347,235838.0
2348,209780.0
2349,200220.7
2350,284654.0
2351,256393.2
2352,236611.8
2353,309407.5
2354,110895.0
2355,100980.0
2356,140325.0
2357,231009.0
2358,200080.0
2359,119800.0
2360,122175.0
2361,154480.0
2362,263754.2
2363,135790.0
2364,158480.0
2365,261103.9
2366,183670.4
2367,199791.0
2368,190242.2
2369,204391.0
2370,159230.0
2371,146840.0
2372,242098.0
2373,209040.0
2374,286325.0
2375,196075.0
2376,363161.0
2377,287165.0
2378,150380.0
2379,294787.0
2380,154940.0
2381,206877.2
2382,201848.5
2383,243552.0
2384,253530.0
2385,188410.0
2386,132930.0
2387,124225.0
2388,103152.2
2389,111875.0
2390,136030.0
2391,126575.0
2392,104495.0
2393,174690.0
2394,161856.6
2395,216411.3
2396,134110.0
2397,231645.8
2398,140500.0
2399,132735.0
2400,78010.0
2401,112515.0
2402,143200.0
2403,136450.5
2404,175700.0
2405,180940.0
2406,183800.0
2407,126875.0
2408,134190.0
2409,110515.0
2410,194630.0
2411,116205.0
2412,137033.4
2413,125115.0
2414,125795.0
2415,136900.5
2416,115715.0
2417,130020.0
2418,132125.0
2419,128717.5
2420,134401.0
2421,151100.0
2422,138560.0
2423,105940.0
2424,126700.0
2425,328669.5
2426,213272.8
2427,92880.4
2428,163430.0
2429,137045.0
2430,134390.0
2431,128095.0
2432,123875.0
2433,162645.0
2434,153190.0
2435,156826.0
2436,97663.2
2437,117375.0
2438,108948.3
2439,104978.0
2440,123000.0
2441,110700.0
2442,104805.0
2443,133421.4
2444,139042.6
2445,110138.3
2446,181450.0
2447,232283.2
2448,128550.0
2449,104380.0
2450,179456.0
2451,128395.0
2452,209680.0
2453,91910.0
2454,105230.0
2455,131300.0
2456,122127.5
2457,132340.0
2458,128250.0
2459,92398.0
2460,154740.0
2461,120017.5
2462,104590.0
2463,132170.0
2464,219490.0
2465,117620.0
2466,123290.0
2467,175059.7
2468,108550.0
2469,105265.0
2470,289631.3
2471,189170.0
2472,162510.0
2473,170190.0
2474,156043.4
2475,209506.8
2476,96625.0
2477,135145.6
2478,195390.0
2479,133940.0
2480,140760.0
2481,149570.0
2482,137830.0
2483,116495.8
2484,136275.0
2485,137225.0
2486,142825.0
2487,283712.7
2488,156950.0
2489,129688.3
2490,168455.0
2491,104303.2
2492,199075.0
2493,140833.2
2494,168511.4
2495,94279.3
2496,297967.9
2497,165870.0
2498,138835.0
2499,94340.0
2500,139550.0
2501,132767.5
2502,143470.0
2503,136390.0
2504,188577.9
2505,233722.8
2506,244501.8
2507,338590.0
2508,237446.8
2509,245236.8
2510,242136.8
2511,199319.9
2512,203113.2
2513,231940.0
2514,188532.5
2515,147290.0
2516,184626.5
2517,121615.0
2518,142435.0
2519,194410.0
2520,205696.5
2521,192083.2
2522,243641.3
2523,118625.8
2524,149928.0
2525,138240.0
2526,147154.9
2527,132225.0
2528,128500.0
2529,134480.0
2530,107005.0
2531,242990.0
2532,226368.5
2533,188740.0
2534,183250.0
2535,258108.0
2536,250100.0
2537,176310.0
2538,177583.2
2539,221637.8
2540,187467.2
2541,178436.2
2542,178436.2
2543,138230.0
2544,145005.0
2545,144665.0
2546,170679.0
2547,142480.0
2548,127007.5
2549,192044.3
2550,355805.7
2551,122125.0
2552,140212.5
2553,95820.0
2554,127490.5
2555,87900.0
2556,96128.3
2557,135930.0
2558,180627.7
2559,121183.4
2560,112390.0
2561,83285.0
2562,115750.0
2563,103430.0
2564,182611.0
2565,160750.0
2566,158834.1
2567,151450.0
2568,167140.0
2569,194090.0
2570,105005.0
2571,234035.5
2572,130070.0
2573,247626.1
2574,204310.0
2575,128115.0
2576,187150.0
2577,108550.0
2578,84640.0
2579,79680.0
2580,122740.0
2581,158355.0
2582,118000.0
2583,203930.0
2584,165000.0
2585,237031.8
2586,201008.6
2587,208820.0
2588,132510.0
2589,144936.0
2590,256430.0
2591,257375.0
2592,232852.7
2593,207771.7
2594,164350.0
2595,191559.0
2596,362273.9
2597,239646.8
2598,286037.0
2599,296874.4
2600,249169.5
2601,149412.5
2602,96075.0
2603,93606.1
2604,87830.0
2605,109660.0
2606,144430.0
2607,233440.0
2608,199900.0
2609,165037.5
2610,131785.0
2611,173365.0
2612,163270.0
2613,112030.0
2614,141190.0
2615,154120.0
2616,162590.0
2617,313496.2
2618,297493.2
2619,273307.0
2620,205080.0
2621,193948.2
2622,185083.2
2623,234690.0
2624,299391.4
2625,316873.1
2626,171750.0
2627,182489.0
2628,366578.5
2629,388622.3
2630,296713.2
2631,390909.6
2632,366344.3
2633,274672.6
2634,393990.3
2635,140846.0
2636,205530.0
2637,160090.0
2638,241397.7
2639,194987.5
2640,161650.0
2641,133420.0
2642,240303.9
2643,117190.0
2644,114790.0
2645,100990.0
2646,107090.0
2647,103840.0
2648,178350.0
2649,119398.3
2650,125525.0
2651,159360.0
2652,330427.2
2653,245594.6
2654,278194.6
2655,353026.3
2656,302007.5
2657,321975.4
2658,283705.6
2659,294003.2
2660,305128.0
2661,348680.2
2662,357126.3
2663,300820.2
2664,254140.4
2665,351473.7
2666,249635.4
2667,178436.2
2668,178436.2
2669,190117.6
2670,312707.5
2671,181703.2
2672,216870.0
2673,255040.0
2674,259796.1
2675,182626.9
2676,190688.2
2677,216980.0
2678,296232.4
2679,295650.0
2680,300225.0
2681,370052.4
2682,318386.2
2683,340200.0
2684,321808.9
2685,218775.0
2686,264861.3
2687,317630.0
2688,227815.5
2689,198731.9
2690,377954.2
2691,192238.2
2692,106630.0
2693,237321.8
2694,103690.0
2695,193290.0
2696,182083.2
2697,213720.0
2698,191320.0
2699,260747.8
2700,189881.4
2701,183463.2
2702,138215.0
2703,108697.5
2704,118950.0
2705,117950.8
2706,109850.4
2707,130340.0
2708,124600.8
2709,103660.0
2710,117450.8
2711,256477.0
2712,351860.4
2713,161278.5
2714,160928.5
2715,168800.0
2716,164673.2
2717,216602.7
2718,250870.0
2719,186740.6
2720,198348.5
2721,141115.0
2722,190420.0
2723,142280.0
2724,127405.0
2725,132340.0
2726,137215.0
2727,158238.3
2728,165590.0
2729,147310.0
2730,124115.0
2731,103675.0
2732,108390.0
2733,155010.0
2734,142520.0
2735,136620.0
2736,154993.7
2737,110750.0
2738,133300.5
2739,171626.0
2740,154017.1
2741,149525.0
2742,176087.1
2743,169840.0
2744,133560.0
2745,129565.0
2746,118175.0
2747,144027.1
2748,104853.2
2749,147547.5
2750,141037.5
2751,146840.0
2752,220620.0
2753,222611.7
2754,293206.8
2755,169243.0
2756,98440.0
2757,106320.0
2758,78910.0
2759,139660.0
2760,208875.0
2761,161985.0
2762,141380.0
2763,219590.0
2764,157850.0
2765,268540.0
2766,137560.0
2767,103152.2
2768,132050.5
2769,141550.0
2770,141155.0
2771,134285.0
2772,111160.0
2773,199240.0
2774,119690.0
2775,121900.0
2776,144050.0
2777,136990.0
2778,83000.0
2779,129720.5
2780,99598.0
2781,85150.0
2782,109050.0
2783,141697.5
2784,132430.0
2785,161287.9
2786,71161.1
2787,116965.0
2788,106205.0
2789,250197.7
2790,121355.0
2791,153670.0
2792,86660.0
2793,117067.6
2794,117177.5
2795,118400.0
2796,97350.0
2797,270899.4
2798,164057.5
2799,105470.4
2800,75130.0
2801,116160.0
2802,124365.0
2803,144500.5
2804,131710.0
2805,94470.0
2806,100240.0
2807,112875.0
2808,163840.0
2809,134285.0
2810,122825.0
2811,176087.5
2812,154590.0
2813,132250.5
2814,135750.5
2815,99698.0
2816,198375.0
2817,153832.5
2818,139880.0
2819,177250.0
2820,147550.0
2821,155050.0
2822,208330.0
2823,331889.2
2824,195687.5
2825,157547.5
2826,140945.0
2827,162938.7
2828,252894.7
2829,197695.0
2830,251158.6
2831,195691.9
2832,269432.6
2833,306085.5
2834,225143.0
2835,236320.5
2836,183090.0
2837,219235.6
2838,150939.1
2839,178040.0
2840,227277.8
2841,200080.0
2842,228964.3
2843,149150.0
2844,165170.0
2845,117940.0
2846,189000.0
2847,203006.5
2848,196677.8
2849,230201.0
2850,307201.1
2851,240412.3
2852,178190.0
2853,242880.0
2854,129620.0
2855,213405.6
2856,197623.2
2857,190563.2
2858,200510.0
2859,165610.0
2860,134450.0
2861,140690.0
2862,188743.2
2863,108200.0
2864,263297.7
2865,124435.0
2866,154146.0
2867,90220.0
2868,129510.0
2869,172503.7
2870,173290.0
2871,124100.0
2872,74380.0
2873,112445.0
2874,171630.0
2875,123810.0
2876,135140.0
2877,107100.0
2878,130440.0
2879,160190.0
2880,117683.4
2881,141250.0
2882,144885.0
2883,156230.0
2884,192564.2
2885,191788.2
2886,210050.0
2887,112750.0
2888,151100.0
2889,67770.0
2890,92740.0
2891,159518.0
2892,68620.0
2893,117300.0
2894,67520.0
2895,271697.7
2896,208540.0
2897,177400.0
2898,135950.5
2899,227403.7
2900,230350.0
2901,226100.0
2902,241077.8
2903,345558.7
2904,344478.8
2905,124903.2
2906,191887.7
2907,90785.0
2908,118125.0
2909,136450.5
2910,79530.0
2911,96075.0
2912,133265.0
2913,98275.0
2914,85540.0
2915,85540.0
2916,95825.0
2917,201550.0
2918,135335.0
2919,276375.0
